artist,firstName,gender,itemSession,lastName,length,level,location,sessionId,song,userId
Kinky,Jacob,M,31,Klein,190.92853,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Pepper,Jacob,M,32,Klein,139.98975,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Lionel Richie,Jacob,M,33,Klein,249.62567,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Fat Freddys Drop,Jacob,M,34,Klein,431.28118,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Aqua,Jacob,M,35,Klein,201.92608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Arctic Monkeys,Jacob,M,36,Klein,193.43628,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
The Crests,Avery,F,3,Watkins,182.88281,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
Onra,Jacob,M,37,Klein,120.94649,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Jets To Brazil,Jacob,M,38,Klein,305.73669,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Extreme,Avery,F,4,Watkins,238.99383,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
John Mayer,Avery,F,5,Watkins,269.71383,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
The Knife,Jacob,M,39,Klein,292.54485,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Nelson Ned,Avery,F,6,Watkins,187.24526,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
The Mars Volta,Jacob,M,40,Klein,472.39791,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Cyan Velvet Project,Avery,F,7,Watkins,205.16526,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
Tub Ring,Avery,F,8,Watkins,233.69098,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
Thee Silver Mountain Reveries,Jacob,M,41,Klein,587.38893,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Red Hot Chili Peppers,Avery,F,9,Watkins,334.65424,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,30
Metallica,Jacob,M,42,Klein,515.21261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Bikini Kill,Jacob,M,43,Klein,149.81179,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
The Black Keys,Jacob,M,44,Klein,204.59057,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Jake Hess,Jacob,M,45,Klein,199.26159,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
B.o.B,Jacob,M,46,Klein,269.63546,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Collective Soul,Jacob,M,47,Klein,155.29751,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Three Drives,Jacob,M,48,Klein,411.6371,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Vanity Fare,Jacob,M,49,Klein,152.86812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Drake / Kanye West / Lil Wayne / Eminem,Jacob,M,50,Klein,357.66812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,73
Aleks Syntek,Stefany,F,1,White,300.14649,free,"Lubbock, TX",649,83
The Grapes Of Wrath,Stefany,F,2,White,138.05669,free,"Lubbock, TX",649,83
Rilo Kiley,Stefany,F,3,White,215.64036,free,"Lubbock, TX",649,83
Lonnie Gordon,Stefany,F,4,White,181.21098,free,"Lubbock, TX",649,83
Matt Costa,Ava,F,0,Robinson,246.02077,free,"New Haven-Milford, CT",669,50
Capital Inicial,Jaleah,F,0,Hayes,228.67546,paid,"San Antonio-New Braunfels, TX",113,70
A Day To Remember,Jaleah,F,2,Hayes,243.22567,paid,"San Antonio-New Braunfels, TX",113,70
Jack Johnson,Jaleah,F,3,Hayes,236.93016,paid,"San Antonio-New Braunfels, TX",113,70
Gorillaz,Jaleah,F,4,Hayes,246.17751,paid,"San Antonio-New Braunfels, TX",113,70
Jason Mraz,Jaleah,F,5,Hayes,220.18567,paid,"San Antonio-New Braunfels, TX",113,70
Ligabue,Jaleah,F,6,Hayes,246.20363,paid,"San Antonio-New Braunfels, TX",113,70
Steve Miller Band,Jaleah,F,7,Hayes,306.23302,paid,"San Antonio-New Braunfels, TX",113,70
38 Special,Jaleah,F,8,Hayes,280.76363,paid,"San Antonio-New Braunfels, TX",113,70
Wonderwall,Jaleah,F,9,Hayes,281.02485,paid,"San Antonio-New Braunfels, TX",113,70
Pepper,Jaleah,F,10,Hayes,166.32118,paid,"San Antonio-New Braunfels, TX",113,70
Buckcherry,Jaleah,F,11,Hayes,208.66567,paid,"San Antonio-New Braunfels, TX",113,70
Travie McCoy,Jaleah,F,12,Hayes,211.12118,paid,"San Antonio-New Braunfels, TX",113,70
OneRepublic,Jaleah,F,13,Hayes,224.67873,paid,"San Antonio-New Braunfels, TX",113,70
Hawk Nelson,Chloe,F,0,Cuevas,174.81098,paid,"San Francisco-Oakland-Hayward, CA",680,49
Pearl Jam,Jaleah,F,14,Hayes,258.48118,paid,"San Antonio-New Braunfels, TX",113,70
JOSEF LOCKE & ORCHESTRA,Chloe,F,1,Cuevas,166.26893,paid,"San Francisco-Oakland-Hayward, CA",680,49
Project 86,Chloe,F,2,Cuevas,777.58649,paid,"San Francisco-Oakland-Hayward, CA",680,49
Daft Punk,Jaleah,F,15,Hayes,536.13669,paid,"San Antonio-New Braunfels, TX",113,70
38 Special,Jaleah,F,16,Hayes,280.76363,paid,"San Antonio-New Braunfels, TX",113,70
Creedence Clearwater Revival,Chloe,F,4,Cuevas,186.51383,paid,"San Francisco-Oakland-Hayward, CA",680,49
Ill Nino,Jaleah,F,17,Hayes,175.22893,paid,"San Antonio-New Braunfels, TX",113,70
The Police,Chloe,F,5,Cuevas,289.85424,paid,"San Francisco-Oakland-Hayward, CA",680,49
Bitter:Sweet,Jaleah,F,18,Hayes,160.78322,paid,"San Antonio-New Braunfels, TX",113,70
The Killers,Jayden,M,32,Graves,246.80444,paid,"Marinette, WI-MI",594,25
Tamia,Jayden,M,33,Graves,243.09506,paid,"Marinette, WI-MI",594,25
Randy Crawford,Jayden,M,34,Graves,270.75873,paid,"Marinette, WI-MI",594,25
Frumpies,Jayden,M,35,Graves,134.47791,paid,"Marinette, WI-MI",594,25
Julia Fordham,Jayden,M,36,Graves,279.50975,paid,"Marinette, WI-MI",594,25
The Black Keys,Jayden,M,37,Graves,239.59465,paid,"Marinette, WI-MI",594,25
Georgia Satellites,Jayden,M,38,Graves,178.88608,paid,"Marinette, WI-MI",594,25
M.I.A.,Jayden,M,40,Graves,206.13179,paid,"Marinette, WI-MI",594,25
Phish,Jayden,M,41,Graves,319.29424,paid,"Marinette, WI-MI",594,25
Dislocation Dance,Maia,F,0,Burke,122.87955,free,"Houston-The Woodlands-Sugar Land, TX",628,51
The Black Keys,Jayden,M,42,Graves,238.62812,paid,"Marinette, WI-MI",594,25
John Hiatt,Jayden,M,43,Graves,242.442,paid,"Marinette, WI-MI",594,25
Elvis Costello,Jayden,M,44,Graves,226.0371,paid,"Marinette, WI-MI",594,25
Son House,Jayden,M,45,Graves,239.38567,paid,"Marinette, WI-MI",594,25
Cyndi Lauper,Jayden,M,46,Graves,231.81016,paid,"Marinette, WI-MI",594,25
ÃÂtienne Daho,Jayden,M,47,Graves,231.3922,paid,"Marinette, WI-MI",594,25
Dragonforce,Jayden,M,48,Graves,345.5473,paid,"Marinette, WI-MI",594,25
Rise Against,Jayden,M,49,Graves,242.25914,paid,"Marinette, WI-MI",594,25
Emmy The Great,Noah,M,0,Chavez,204.79955,free,"Ogden-Clearfield, UT",530,94
Kings Of Leon,Jayden,M,50,Graves,231.81016,paid,"Marinette, WI-MI",594,25
Avenged Sevenfold,Jayden,M,51,Graves,283.76771,paid,"Marinette, WI-MI",594,25
A.B. Quintanilla III Y Los Kumbia Kings,Jayden,M,52,Graves,196.77995,paid,"Marinette, WI-MI",594,25
Coldplay,Jayden,M,53,Graves,228.62322,paid,"Marinette, WI-MI",594,25
B.o.B,Jayden,M,54,Graves,269.63546,paid,"Marinette, WI-MI",594,25
Crystal Castles,Jayden,M,55,Graves,252.89098,paid,"Marinette, WI-MI",594,25
Justin Nozuka,Jayden,M,56,Graves,213.62893,paid,"Marinette, WI-MI",594,25
Blackmore's Night,Jayden,M,57,Graves,201.40363,paid,"Marinette, WI-MI",594,25
Beirut,Kinsley,F,1,Young,239.0722,paid,"Red Bluff, CA",658,85
Beck,Jayden,M,58,Graves,304.50893,paid,"Marinette, WI-MI",594,25
Arctic Monkeys,Kinsley,F,2,Young,177.84118,paid,"Red Bluff, CA",658,85
Van Halen,Lily,F,0,Burns,227.44771,free,"New York-Newark-Jersey City, NY-NJ-PA",727,32
Secret Garden,Jayden,M,63,Graves,180.21832,paid,"Marinette, WI-MI",594,25
Snow Patrol,Kinsley,F,3,Young,274.49424,paid,"Red Bluff, CA",658,85
Rihanna,Lily,F,3,Burns,239.75138,free,"New York-Newark-Jersey City, NY-NJ-PA",727,32
Bayside,Jayden,M,64,Graves,180.27057,paid,"Marinette, WI-MI",594,25
Todd Barry,Kinsley,F,4,Young,126.82404,paid,"Red Bluff, CA",658,85
Bayside,Jayden,M,65,Graves,243.64363,paid,"Marinette, WI-MI",594,25
Viki Mosholiou,Kinsley,F,5,Young,169.84771,paid,"Red Bluff, CA",658,85
Hatebreed,Kinsley,F,6,Young,124.42077,paid,"Red Bluff, CA",658,85
Sonny Boy Williamson,Jayden,M,66,Graves,152.24118,paid,"Marinette, WI-MI",594,25
Shattered Realm,Kinsley,F,7,Young,108.45995,paid,"Red Bluff, CA",658,85
Timbaland / Katy Perry,Jayden,M,67,Graves,238.70649,paid,"Marinette, WI-MI",594,25
Sam and Dave,Kinsley,F,8,Young,157.28281,paid,"Red Bluff, CA",658,85
Sea Wolf,Kinsley,F,9,Young,225.802,paid,"Red Bluff, CA",658,85
Apocalyptica featuring Corey Taylor,Jayden,M,68,Graves,214.12526,paid,"Marinette, WI-MI",594,25
Bomfunk MC's,Kinsley,F,10,Young,225.4624,paid,"Red Bluff, CA",658,85
Jets To Brazil,Jayden,M,69,Graves,571.03628,paid,"Marinette, WI-MI",594,25
Tavares,Kinsley,F,11,Young,394.00444,paid,"Red Bluff, CA",658,85
Maria BethÃÂ¢nia,Jayden,M,74,Graves,254.06649,paid,"Marinette, WI-MI",594,25
Justin Bieber,Kinsley,F,12,Young,220.89098,paid,"Red Bluff, CA",658,85
Van Halen,Kinsley,F,13,Young,272.32608,paid,"Red Bluff, CA",658,85
Julieta Venegas A Dueto Con Dante,Jayden,M,75,Graves,236.9824,paid,"Marinette, WI-MI",594,25
Apocalyptica,Jayden,M,76,Graves,409.86077,paid,"Marinette, WI-MI",594,25
The Wreckers,Kinsley,F,14,Young,171.36281,paid,"Red Bluff, CA",658,85
Prince & The Revolution,Kinsley,F,15,Young,227.65669,paid,"Red Bluff, CA",658,85
Third Eye Blind,Jayden,M,77,Graves,319.79057,paid,"Marinette, WI-MI",594,25
Dr. Dre / Eminem,Kinsley,F,16,Young,222.27546,paid,"Red Bluff, CA",658,85
Symphony X,Kinsley,F,17,Young,318.37995,paid,"Red Bluff, CA",658,85
Streetlight Manifesto,Jayden,M,78,Graves,180.79302,paid,"Marinette, WI-MI",594,25
Amos Lee,Kinsley,F,18,Young,169.16853,paid,"Red Bluff, CA",658,85
The Gabe Dixon Band,Kinsley,F,19,Young,296.85506,paid,"Red Bluff, CA",658,85
Mogwai,Kinsley,F,20,Young,473.25995,paid,"Red Bluff, CA",658,85
Mystery Jets,Kinsley,F,21,Young,212.32281,paid,"Red Bluff, CA",658,85
Mates of State,Kinsley,F,22,Young,227.36934,paid,"Red Bluff, CA",658,85
R.E.M.,Kinsley,F,23,Young,217.99138,paid,"Red Bluff, CA",658,85
Taylor Swift,Kinsley,F,24,Young,246.282,paid,"Red Bluff, CA",658,85
Blockhead,Aiden,M,0,Hess,285.98812,free,"La Crosse-Onalaska, WI-MN",710,86
MC Hammer,Aiden,M,1,Hess,256.86159,free,"La Crosse-Onalaska, WI-MN",710,86
Sally Shapiro,Aiden,M,2,Hess,392.82893,free,"La Crosse-Onalaska, WI-MN",710,86
Holy Fuck,Lily,F,2,Koch,362.762,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Angus & Julia Stone,Lily,F,3,Koch,218.8273,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Los Fabulosos Cadillacs,Lily,F,4,Koch,275.69587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
A Sunny Day In Glasgow,Lily,F,5,Koch,22.04689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Mariah Carey Featuring Cameo,Lily,F,6,Koch,229.22404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Tego Calderon,Lily,F,7,Koch,242.18077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Bloodhound Gang,Lily,F,8,Koch,172.01587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Kings Of Leon,Lily,F,10,Koch,256.36526,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Iron Maiden,Lily,F,11,Koch,233.76934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
CafÃÂ© Tacvba,Lily,F,12,Koch,232.72444,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Blink-182,Lily,F,13,Koch,280.00608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Band Of Horses,Lily,F,14,Koch,321.14893,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Primus,Lily,F,15,Koch,146.15465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Tom McRae,Lily,F,16,Koch,265.27302,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
ALO (Animal Liberation Orchestra),Lily,F,17,Koch,229.77261,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Yelle,Lily,F,18,Koch,192.31302,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Kings Of Leon,Lily,F,19,Koch,201.79546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Foo Fighters,Lily,F,20,Koch,250.14812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Kanye West,Lily,F,21,Koch,311.84934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Annie Lennox,Lily,F,22,Koch,256.57424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Madeleine Peyroux,Lily,F,23,Koch,214.77832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Miley Cyrus,Lily,F,24,Koch,236.85179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Coldplay,Lily,F,25,Koch,268.38159,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Jag Panzer,Lily,F,26,Koch,217.99138,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
The Notorious B.I.G.,Lily,F,27,Koch,285.93587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Emiliana Torrini,Lily,F,28,Koch,186.122,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Streetlight Manifesto,Lily,F,29,Koch,137.19465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Dropkick Murphys,Lily,F,30,Koch,161.01832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Carlo Siliotto,Cierra,F,1,Finley,175.38567,free,"Richmond, VA",473,96
The Raconteurs,Lily,F,31,Koch,265.50812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
The Academy Is...,Cierra,F,2,Finley,207.96036,free,"Richmond, VA",473,96
Justin Bieber,Cecilia,F,1,Owens,222.92853,free,"Atlanta-Sandy Springs-Roswell, GA",735,6
Spiritual Beggars,Lily,F,32,Koch,358.24281,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Bon Iver,Lily,F,33,Koch,238.49751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
The Living End,Lily,F,34,Koch,229.0673,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Moby,Lily,F,35,Koch,196.75383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Florence + The Machine,Lily,F,36,Koch,258.55955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Miami Horror,Lily,F,37,Koch,386.5073,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Nacho Chapado feat. Stephen Massa,Lily,F,38,Koch,479.7122,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Kate Nash,Lily,F,39,Koch,179.48689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Benny Neyman,Lily,F,40,Koch,224.7571,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Boyzone,Lily,F,41,Koch,219.81995,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Philip Glass,Lily,F,42,Koch,426.78812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
The Pussycat Dolls,Lily,F,43,Koch,225.61914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Madonna,Lily,F,44,Koch,260.75383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Asking Alexandria,Lily,F,45,Koch,248.99873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Pavement,Lily,F,46,Koch,99.16036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Jack Johnson,Lily,F,47,Koch,236.93016,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Train,Lily,F,48,Koch,244.1922,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Cam'Ron / Juelz Santana,Lily,F,49,Koch,208.3522,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Sugar Ray,Lily,F,50,Koch,218.33098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
BeyoncÃÂ©,Lily,F,51,Koch,209.18812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Faith No More,Lily,F,52,Koch,249.86077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Jokeren,Lily,F,53,Koch,239.49016,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Ween,Lily,F,54,Koch,250.17424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
King Diamond,Lily,F,55,Koch,408.47628,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Mint Condition,Lily,F,56,Koch,279.06567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Delorean,Lily,F,57,Koch,272.63955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
MylÃÂ¨ne Farmer,Lily,F,58,Koch,257.2273,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Green Day,Lily,F,59,Koch,194.06322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Disturbed,Devin,M,0,Larson,185.65179,free,"Tampa-St. Petersburg-Clearwater, FL",746,60
The New Pornographers,Lily,F,60,Koch,256.41751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Sugarcult,Devin,M,1,Larson,199.13098,free,"Tampa-St. Petersburg-Clearwater, FL",746,60
Plies,Lily,F,61,Koch,231.6273,paid,"Chicago-Naperville-Elgin, IL-IN-WI",716,15
Daft Punk,Devin,M,2,Larson,207.59465,free,"Tampa-St. Petersburg-Clearwater, FL",746,60
Train,Ryan,M,0,Smith,216.76363,free,"San Jose-Sunnyvale-Santa Clara, CA",751,26
The Smiths,Emily,F,0,Benson,242.9122,paid,"Augusta-Richmond County, GA-SC",720,58
New Radicals,Harper,M,0,Barrett,300.82567,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
The Features,Emily,F,1,Benson,125.46567,paid,"Augusta-Richmond County, GA-SC",720,58
Ella Fitzgerald,Harper,M,1,Barrett,427.15383,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Toro Y Moi,Emily,F,2,Benson,182.02077,paid,"Augusta-Richmond County, GA-SC",720,58
DJ Dizzy,Emily,F,3,Benson,221.1522,paid,"Augusta-Richmond County, GA-SC",720,58
Cartola,Harper,M,2,Barrett,127.242,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
The Casualties,Harper,M,3,Barrett,131.23873,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Panic! At The Disco,Harper,M,4,Barrett,186.64444,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
The Wallflowers,Harper,M,5,Barrett,421.17179,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Rick James,Harper,M,6,Barrett,295.31383,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
RÃÂ¶yksopp,Harper,M,7,Barrett,300.14649,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Lamb,Harper,M,8,Barrett,352.20853,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Joe Nichols,Harper,M,9,Barrett,237.5571,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Samy Deluxe,Kaleb,M,0,Cook,191.16363,free,"Yuba City, CA",743,54
Sepultura,Harper,M,10,Barrett,199.23546,paid,"New York-Newark-Jersey City, NY-NJ-PA",747,42
Ozzy Osbourne,Kaleb,M,1,Cook,248.42404,free,"Yuba City, CA",743,54
VCR,Brayden,M,0,Clark,193.69751,free,"New York-Newark-Jersey City, NY-NJ-PA",736,41
P!nk,Stefany,F,0,White,227.02975,free,"Lubbock, TX",697,83
DAVE MATTHEWS BAND,Stefany,F,1,White,239.35955,free,"Lubbock, TX",697,83
Summer Cats,Stefany,F,2,White,219.42812,free,"Lubbock, TX",697,83
Liquid Spill,Aleena,F,1,Kirby,376.16281,paid,"Waterloo-Cedar Falls, IA",639,44
Ressurrection Band,Aleena,F,2,Kirby,183.17016,paid,"Waterloo-Cedar Falls, IA",639,44
Meat Loaf,Aleena,F,3,Kirby,236.38159,paid,"Waterloo-Cedar Falls, IA",639,44
Josh Rouse,Aleena,F,4,Kirby,258.87302,paid,"Waterloo-Cedar Falls, IA",639,44
Maddy Prior & Tim Hart,Aleena,F,5,Kirby,141.37424,paid,"Waterloo-Cedar Falls, IA",639,44
Bunbury,Aleena,F,6,Kirby,533.78567,paid,"Waterloo-Cedar Falls, IA",639,44
Jason Mraz,Aleena,F,7,Kirby,252.39465,paid,"Waterloo-Cedar Falls, IA",639,44
The dB's,Aleena,F,8,Kirby,118.41261,paid,"Waterloo-Cedar Falls, IA",639,44
Camera Obscura,Aleena,F,9,Kirby,170.89261,paid,"Waterloo-Cedar Falls, IA",639,44
Juanes,Aleena,F,10,Kirby,248.97261,paid,"Waterloo-Cedar Falls, IA",639,44
ATB,Aleena,F,11,Kirby,262.21669,paid,"Waterloo-Cedar Falls, IA",639,44
Cracker,Aleena,F,12,Kirby,205.03465,paid,"Waterloo-Cedar Falls, IA",639,44
Blue Man Group,Aleena,F,13,Kirby,386.53342,paid,"Waterloo-Cedar Falls, IA",639,44
At Vance,Aleena,F,14,Kirby,201.82159,paid,"Waterloo-Cedar Falls, IA",639,44
Wim Mertens,Aleena,F,15,Kirby,289.88036,paid,"Waterloo-Cedar Falls, IA",639,44
Beirut,Aleena,F,16,Kirby,142.31465,paid,"Waterloo-Cedar Falls, IA",639,44
Jonathan Edwards,Aleena,F,17,Kirby,238.39302,paid,"Waterloo-Cedar Falls, IA",639,44
Shout Out Louds,Aleena,F,18,Kirby,215.97995,paid,"Waterloo-Cedar Falls, IA",639,44
John Mayer,Kaylee,F,1,Summers,255.11138,free,"Phoenix-Mesa-Scottsdale, AZ",705,8
Los Campesinos!,Aleena,F,19,Kirby,119.11791,paid,"Waterloo-Cedar Falls, IA",639,44
Scissor Sisters,Aleena,F,20,Kirby,271.85587,paid,"Waterloo-Cedar Falls, IA",639,44
Kid Cudi Vs Crookers,Aleena,F,21,Kirby,162.97751,paid,"Waterloo-Cedar Falls, IA",639,44
Ana Torroja,Aleena,F,22,Kirby,311.66649,paid,"Waterloo-Cedar Falls, IA",639,44
John Mayer,Aleena,F,24,Kirby,250.38322,paid,"Waterloo-Cedar Falls, IA",639,44
Lyle Mays,Kinsley,F,0,Young,240.97914,paid,"Red Bluff, CA",759,85
Beenie Man,Aleena,F,25,Kirby,230.03383,paid,"Waterloo-Cedar Falls, IA",639,44
The-Dream / Fabolous,Kinsley,F,1,Young,262.81751,paid,"Red Bluff, CA",759,85
Soul II Soul,Aleena,F,26,Kirby,239.67302,paid,"Waterloo-Cedar Falls, IA",639,44
Arcade Fire,Kinsley,F,2,Young,169.19465,paid,"Red Bluff, CA",759,85
Kansas,Aleena,F,27,Kirby,233.03791,paid,"Waterloo-Cedar Falls, IA",639,44
Snow Patrol,Kinsley,F,3,Young,223.18975,paid,"Red Bluff, CA",759,85
Taylor Swift,Aleena,F,28,Kirby,224.9922,paid,"Waterloo-Cedar Falls, IA",639,44
Kylie Minogue,Kinsley,F,4,Young,271.3073,paid,"Red Bluff, CA",759,85
Paulina Rubio,Aleena,F,29,Kirby,174.31465,paid,"Waterloo-Cedar Falls, IA",639,44
Andrew Bird,Kinsley,F,5,Young,252.31628,paid,"Red Bluff, CA",759,85
The Rapture,Aleena,F,30,Kirby,323.47383,paid,"Waterloo-Cedar Falls, IA",639,44
Horkyze Slyze,Kinsley,F,6,Young,124.44689,paid,"Red Bluff, CA",759,85
The Killers,Aleena,F,31,Kirby,220.89098,paid,"Waterloo-Cedar Falls, IA",639,44
Jason Mraz,Kinsley,F,7,Young,252.39465,paid,"Red Bluff, CA",759,85
Lady GaGa,Aleena,F,32,Kirby,263.33995,paid,"Waterloo-Cedar Falls, IA",639,44
Hans Zimmer_ James Newton Howard,Kinsley,F,8,Young,265.50812,paid,"Red Bluff, CA",759,85
Soltero,Aleena,F,33,Kirby,191.7122,paid,"Waterloo-Cedar Falls, IA",639,44
Blur,Aleena,F,34,Kirby,237.03465,paid,"Waterloo-Cedar Falls, IA",639,44
Carlton Livingston_ Shabba Ranks,Aleena,F,35,Kirby,226.32444,paid,"Waterloo-Cedar Falls, IA",639,44
Finger Eleven,Aleena,F,36,Kirby,208.1171,paid,"Waterloo-Cedar Falls, IA",639,44
Elbee Bad,Aleena,F,37,Kirby,254.53669,paid,"Waterloo-Cedar Falls, IA",639,44
Boney James,Molly,F,0,Taylor,327.3922,free,"St. Louis, MO-IL",740,35
Sauce Money Featuring Memphis Bleek,Aleena,F,38,Kirby,280.21506,paid,"Waterloo-Cedar Falls, IA",639,44
Toy Matinee,Aleena,F,39,Kirby,297.19465,paid,"Waterloo-Cedar Falls, IA",639,44
Markus KrunegÃÂ¥rd,Aleena,F,40,Kirby,256.93995,paid,"Waterloo-Cedar Falls, IA",639,44
The Mountain Goats,Aleena,F,41,Kirby,222.74567,paid,"Waterloo-Cedar Falls, IA",639,44
Modest Mouse,Sienna,F,0,Colon,209.52771,free,"Las Cruces, NM",386,81
Emiliana Torrini,Aleena,F,42,Kirby,184.29342,paid,"Waterloo-Cedar Falls, IA",639,44
Habib KoitÃÂ©,Sienna,F,1,Colon,305.71057,free,"Las Cruces, NM",386,81
Lonnie Gordon,Adler,M,1,Barrera,181.21098,free,"New York-Newark-Jersey City, NY-NJ-PA",595,100
Busdriver,Aleena,F,43,Kirby,202.16118,paid,"Waterloo-Cedar Falls, IA",639,44
SOJA,Sienna,F,2,Colon,285.25669,free,"Las Cruces, NM",386,81
Mike And The Mechanics,Aleena,F,44,Kirby,275.12118,paid,"Waterloo-Cedar Falls, IA",639,44
Evanescence,Aleena,F,45,Kirby,224.10404,paid,"Waterloo-Cedar Falls, IA",639,44
